,Name,Ticker,Market Cap (B),Enterprise Value (B),Trailing P/E,Forward P/E,PEG Ratio (5 yr expected),Price/Sales (ttm),Price/Book (mrq),Enterprise Value/Revenue,Enterprise Value/EBITDA,Beta (5Y Monthly),52 Week Change (%),S&P500 52-Week Change (%),52 Week High,52 Week Low,50-Day Moving Average,200-Day Moving Average,Avg Vol 3 month (M),Avg Vol 10 day (M),Shares Outstanding,Implied Shares Outstanding,Float,% Held by Insiders,% Held by Institutions,Shares Short (M),Short Ratio (M),Short % of Float,Short % of Shares Outstanding,Shares Short,Forward Annual Dividend Rate,Forward Annual Dividend Yield (%),Trailing Annual Dividend Rate,Trailing Annual Dividend Yield (%),5 Year Average Dividend Yield,Payout Ratio (%),Last Split Factor (x:1),Profit Margin (%),Operating Margin (ttm) (%),Return on Assets (ttm) (%),Return on Equity (ttm) (%),Revenue (ttm) (B),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy) (%),Gross Profit (ttm) (B),EBITDA (B),Net Income Avi to Common (ttm) (B),Diluted EPS (ttm),Quarterly Earnings Growth (yoy) (%),Total Cash (mrq) (B),Total Cash Per Share (mrq),Total Debt (mrq) (B),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm) (B),Levered Free Cash Flow (ttm) (B),Dividend Date,Ex-Dividend Date,Last Split Date,Fiscal Year Ends,Most Recent Quarter (mrq)
33,Las Vegas Sands Corp. ,LVS,42.75,52.41,104.34,57.14,0.0,10.4,11.01,12.75,129.1,1.17,0.0,0.0,60.99,28.88,56.78,45.31,0.0,0.0,0.76,0.0,0.33,57.0,42.0,0.01,2.76,4.0,2.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,-19.0,-2.0,-52.0,4.11,5.38,11.0,2.58,0.25,-1.07,-1.4,0.0,6.31,8.26,16.15,441.68,1.73,5.08,-0.8,2.11,2020-03-25,2020-03-16,,2022-12-30,2022-12-30
34,Fifth Third Bancorp ,FITB,18.07,0.0,7.92,7.29,2.21,2.25,1.19,0.0,0.0,1.24,0.0,0.0,41.87,22.11,31.75,33.69,0.01,0.01,0.68,0.0,0.68,0.0,83.0,0.01,1.06,2.0,2.0,0.01,1.32,5.0,1.26,5.0,3.32,38.0,1.5,31.0,40.0,1.0,12.0,7.82,11.36,5.0,7.82,0.0,2.33,3.35,11.0,7.24,10.66,23.28,0.0,0.0,22.26,6.43,0.0,2023-04-16,2023-03-29,2000-07-16,2022-12-30,2022-12-30
35,Waters Corporation ,WAT,17.81,18.99,25.76,23.7,2.46,6.13,35.31,6.39,18.67,0.86,0.0,0.0,369.0,265.61,315.98,319.26,0.0,0.0,0.06,0.0,0.06,1.0,91.0,0.0,3.63,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,24.0,30.0,17.0,162.0,2.97,49.54,3.0,1.72,1.01,0.71,11.64,5.0,0.48,8.17,1.67,330.67,2.24,8.54,0.61,0.35,,1996-11-25,2000-08-27,2022-12-30,2022-12-30
36,Westinghouse Air Brake Technologies Corporation ,WAB,17.9,21.37,28.75,17.92,0.0,2.17,1.77,2.56,14.57,1.48,0.0,0.0,107.86,78.26,101.53,95.14,0.0,0.0,0.18,0.0,0.18,1.0,95.0,0.0,1.55,1.0,1.0,0.0,0.68,1.0,0.6,1.0,0.63,17.0,2.0,8.0,13.0,4.0,6.0,8.36,45.9,11.0,2.58,1.5,0.63,3.46,-17.0,0.54,3.0,4.36,42.96,1.25,55.75,1.04,0.69,2023-03-09,2023-02-22,2013-06-11,2022-12-30,2022-12-30
37,CMS Energy Corporation ,CMS,18.0,32.37,21.74,19.84,2.95,2.08,2.65,3.77,12.71,0.33,0.0,0.0,73.76,52.41,60.83,62.69,0.0,0.0,0.29,0.0,0.29,0.0,95.0,0.01,3.9,3.0,3.0,0.01,1.95,3.0,1.84,3.0,2.72,65.0,0.0,10.0,17.0,3.0,11.0,8.6,29.69,12.0,2.76,2.42,0.82,2.84,-73.0,0.16,0.56,14.34,188.81,1.15,23.32,0.85,-1.71,2023-02-27,2023-02-09,,2022-12-30,2022-12-30
38,"Tyson Foods, Inc. ",TSN,22.07,29.76,9.22,14.06,7.18,0.42,1.12,0.56,6.3,0.74,0.0,0.0,99.54,55.81,59.88,68.66,0.0,0.0,0.29,0.0,0.28,2.0,85.0,0.0,1.43,2.0,1.0,0.01,1.92,3.0,1.86,3.0,2.24,28.0,1.5,5.0,6.0,6.0,13.0,53.61,149.54,2.0,6.62,4.62,2.43,6.73,-72.0,0.66,1.85,8.35,42.19,1.75,55.21,2.02,-0.28,2023-06-14,2023-05-30,1997-02-17,2022-09-30,2022-12-30
39,"Conagra Brands, Inc. ",CAG,18.08,27.26,22.7,13.16,1.63,1.49,2.04,2.23,16.62,0.0,0.0,0.0,41.3,31.02,36.51,35.9,0.0,0.01,0.48,0.0,0.0,0.0,85.0,0.02,3.76,4.0,3.0,0.01,1.32,4.0,0.0,0.0,3.03,78.0,1.28,0.0,0.0,0.0,0.0,0.0,24.02,0.0,2.86,0.0,0.0,1.67,0.0,0.0,0.0,0.0,0.0,0.0,18.31,0.0,0.0,2023-03-01,2023-01-26,2016-11-09,2022-05-28,2023-02-25
40,"Raymond James Financial, Inc. ",RJF,19.95,0.0,12.9,9.78,1.01,1.85,2.05,0.0,0.0,1.06,0.0,0.0,126.0,84.86,101.35,105.6,0.0,0.0,0.22,0.0,0.19,10.0,78.0,0.01,3.02,3.0,3.0,0.0,1.68,2.0,1.44,2.0,1.42,20.0,1.5,15.0,19.0,2.0,17.0,10.81,50.99,0.0,10.14,0.0,1.56,7.18,14.0,12.82,59.52,4.3,43.79,5.7,45.29,-0.78,0.0,2023-04-16,2023-03-30,2021-09-21,2022-09-29,2022-12-30
41,"Ventas, Inc. ",VTR,17.74,30.1,0.0,0.0,0.0,4.33,1.75,7.29,18.58,1.22,0.0,0.0,62.07,35.33,47.17,46.49,0.0,0.0,0.4,0.0,0.4,1.0,99.0,0.01,4.3,3.0,2.0,0.01,1.8,4.0,1.8,4.0,4.85,0.0,0.88,-1.0,14.0,1.0,-0.0,4.12,10.3,4.0,1.81,1.62,-0.05,-0.1,0.0,0.12,0.31,12.49,119.08,0.4,25.4,1.12,0.84,2023-04-12,2023-03-30,2015-08-17,2022-12-30,2022-12-30
42,"Steel Dynamics, Inc. ",STLD,18.42,19.24,5.16,6.85,10.91,0.9,2.27,0.86,3.5,1.53,0.0,0.0,136.46,62.44,117.94,95.64,0.0,0.0,0.17,0.0,0.16,6.0,87.0,0.01,2.64,4.0,4.0,0.0,1.7,2.0,1.36,1.0,2.21,6.0,2.0,17.0,23.0,24.0,54.0,22.26,121.38,-9.0,6.12,5.48,3.86,20.92,-42.0,2.26,13.15,3.18,39.29,3.76,47.01,4.46,2.78,2023-04-13,2023-03-29,2008-03-30,2022-12-30,2022-12-30
43,Cincinnati Financial Corporation ,CINF,17.45,17.07,30.16,21.32,0.0,2.69,1.66,2.6,0.0,0.65,0.0,0.0,143.22,88.66,116.12,106.93,0.0,0.0,0.16,0.0,0.15,2.0,69.0,0.0,2.58,2.0,2.0,0.0,3.0,3.0,2.76,2.0,2.5,0.0,1.05,-7.0,-10.0,-1.0,-4.0,6.56,41.29,-6.0,-0.53,-0.51,-0.49,-3.06,-31.0,1.26,8.04,0.89,8.46,0.66,67.03,2.05,2.97,2023-04-13,2023-03-15,2005-04-03,2022-12-30,2022-12-30
44,Kellogg Company ,K,23.43,30.3,24.51,16.92,2.65,1.54,5.95,1.98,16.01,0.43,0.0,0.0,77.17,63.74,66.6,70.85,0.0,0.0,0.34,0.0,0.34,7.0,87.0,0.01,4.51,4.0,3.0,0.01,2.36,3.0,2.34,3.0,3.53,84.0,2.0,6.0,11.0,6.0,22.0,15.32,44.83,12.0,4.62,2.09,0.96,2.79,0.0,0.35,1.02,7.28,166.45,0.66,11.53,1.65,0.85,2023-03-14,2023-02-27,1997-08-24,2022-12-30,2022-12-30
45,"Expeditors International of Washington, Inc. ",EXPD,16.84,15.33,13.2,20.12,0.0,1.05,5.42,0.9,8.0,0.99,0.0,0.0,119.9,86.08,108.76,103.89,0.0,0.0,0.15,0.0,0.15,1.0,104.0,0.01,6.03,8.0,6.0,0.01,1.34,1.0,1.34,1.0,1.18,16.0,2.0,8.0,11.0,18.0,41.0,17.07,104.72,-36.0,2.28,1.95,1.36,8.26,-52.0,2.03,13.18,0.52,16.65,2.2,20.15,2.13,1.94,2022-12-14,2022-11-29,2006-06-25,2022-12-30,2022-12-30
46,"Mid-America Apartment Communities, Inc. ",MAA,17.52,21.89,27.42,32.57,0.0,8.6,2.91,10.84,16.27,0.75,0.0,0.0,215.1,138.68,157.25,161.99,0.0,0.0,0.12,0.0,0.12,1.0,97.0,0.0,3.02,3.0,2.0,0.0,5.6,4.0,4.68,3.0,2.98,85.0,0.0,32.0,31.0,3.0,11.0,2.02,17.51,14.0,1.23,1.17,0.63,5.49,4.0,0.04,0.33,4.44,71.79,0.08,52.0,1.06,0.97,2023-04-27,2023-04-12,,2022-12-30,2022-12-30
47,Fair Isaac Corporation ,FICO,17.08,18.91,45.48,34.25,0.0,12.53,0.0,13.51,32.41,1.27,0.0,0.0,711.85,340.48,683.93,549.15,0.0,0.0,0.03,0.0,0.02,2.0,89.0,0.0,3.95,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,28.0,40.0,24.0,0.0,1.4,54.87,7.0,1.08,0.58,0.39,14.86,15.0,0.14,5.56,1.97,0.0,1.36,-31.89,0.48,0.36,2017-03-16,2017-02-28,2004-03-10,2022-09-29,2022-12-30
48,"Skyworks Solutions, Inc. ",SWKS,17.58,19.01,15.05,11.4,1.11,3.37,3.17,3.58,8.94,1.29,0.0,0.0,124.19,76.16,114.42,101.14,0.0,0.0,0.16,0.0,0.16,0.0,80.0,0.0,2.48,3.0,2.0,0.0,2.48,2.0,2.36,2.0,1.65,32.0,2.0,22.0,28.0,11.0,22.0,5.3,32.93,-12.0,2.6,1.96,1.18,7.34,-23.0,0.99,6.24,2.42,43.63,2.79,34.88,1.62,0.57,2023-03-20,2023-02-26,2000-04-19,2022-09-29,2022-12-29
49,Regions Financial Corporation ,RF,17.29,0.0,8.11,7.49,0.0,2.42,1.21,0.0,0.0,1.24,0.0,0.0,24.33,13.94,21.06,21.36,0.01,0.01,0.93,0.0,0.93,0.0,79.0,0.02,1.9,3.0,3.0,0.03,0.8,4.0,0.74,4.0,3.44,32.0,1.23,32.0,45.0,1.0,13.0,6.94,7.43,24.0,6.94,0.0,2.15,2.28,56.0,4.61,4.93,6.19,0.0,0.0,15.29,3.1,0.0,2023-04-02,2023-03-08,2004-06-30,2022-12-30,2022-12-30
0,"Molina Healthcare, Inc. ",MOH,17.25,12.14,21.85,14.95,0.0,0.54,5.82,0.38,9.0,0.66,0.0,0.0,374.0,249.78,282.15,314.65,0.0,0.0,0.06,0.0,0.06,1.0,98.0,0.0,2.39,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,3.0,4.0,7.0,28.0,31.1,538.08,11.0,3.93,1.51,0.79,13.77,-46.0,7.5,129.62,2.53,85.39,1.47,51.1,0.77,0.33,,,2011-05-22,2022-12-30,2022-12-30
1,"Principal Financial Group, Inc. ",PFG,18.36,17.59,4.01,11.0,0.0,1.1,1.84,1.01,0.0,1.3,0.0,0.0,96.17,61.05,81.92,80.25,0.0,0.0,0.24,0.0,0.24,1.0,77.0,0.01,2.35,3.0,3.0,0.01,2.56,3.0,2.56,3.0,4.0,14.0,0.0,28.0,35.0,1.0,36.0,17.49,69.66,-24.0,11.03,6.36,4.81,18.85,0.0,5.71,23.49,4.9,47.57,1.38,41.08,3.17,0.11,2023-03-30,2023-03-13,,2022-12-30,2022-12-30
2,Targa Resources Corp. ,TRGP,17.27,28.62,19.67,13.28,1.99,0.84,6.48,1.37,8.93,2.27,0.0,0.0,81.5,55.56,73.81,69.72,0.0,0.0,0.23,0.0,0.22,1.0,93.0,0.0,2.15,2.0,2.0,0.0,1.4,2.0,1.4,2.0,6.58,36.0,0.0,6.0,8.0,6.0,28.0,20.93,92.08,-16.0,4.05,2.83,0.9,3.88,0.0,0.22,0.97,11.58,232.41,0.77,11.79,2.38,0.24,2023-02-14,2023-01-29,,2022-12-30,2022-12-30
3,"Broadridge Financial Solutions, Inc. ",BR,16.95,21.04,32.08,18.69,1.97,2.93,9.49,3.61,19.34,0.98,0.0,0.0,183.33,131.35,142.9,148.93,0.0,0.0,0.12,0.0,0.12,1.0,91.0,0.0,3.39,2.0,2.0,0.0,2.9,2.0,2.73,2.0,1.58,61.0,0.0,9.0,13.0,6.0,30.0,5.83,49.72,3.0,1.59,1.22,0.53,4.5,22.0,0.28,2.38,4.36,244.13,1.26,15.18,0.46,0.77,2023-04-04,2023-03-13,,2022-06-29,2022-12-30
4,"PerkinElmer, Inc. ",PKI,16.96,21.1,33.05,26.6,4.79,5.12,2.3,6.37,17.84,1.1,0.0,0.0,170.0,113.46,130.36,135.85,0.0,0.0,0.13,0.0,0.12,0.0,86.0,0.0,3.46,3.0,3.0,0.0,0.28,0.0,0.28,0.0,0.25,7.0,2.0,17.0,26.0,4.0,7.0,3.31,26.25,-28.0,2.04,1.29,0.51,4.06,-33.0,0.45,3.59,4.6,62.24,2.13,58.46,0.68,-0.26,2023-05-11,2023-04-19,2001-06-03,2022-12-31,2022-12-31
5,The AES Corporation ,AES,16.96,39.19,0.0,14.88,1.93,1.34,10.61,3.11,19.59,0.93,0.0,0.0,29.89,18.62,24.64,25.23,0.0,0.0,0.67,0.0,0.67,0.0,97.0,0.01,2.37,3.0,2.0,0.01,0.66,3.0,0.64,3.0,2.99,0.0,2.0,-4.0,19.0,4.0,-9.0,12.62,18.89,10.0,2.55,3.4,-0.55,-0.82,0.0,2.1,3.15,23.9,410.27,1.18,2.39,2.72,-2.69,2023-05-14,2023-04-27,2000-06-01,2022-12-30,2022-12-30
6,"NVR, Inc. ",NVR,18.11,16.6,11.34,16.26,0.0,1.86,5.17,1.58,7.19,0.98,0.0,0.0,5655.0,3576.01,5305.39,4621.64,0.0,0.0,0.0,0.0,0.0,4.0,85.0,0.0,2.7,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,22.0,25.0,53.0,10.58,3218.73,22.0,2.82,2.31,1.73,491.98,36.0,2.5,770.44,1.02,29.16,5.94,1089.44,1.87,1.66,,,,2022-12-30,2022-12-30
7,IDEX Corporation ,IEX,16.66,17.81,28.59,25.38,2.29,5.26,5.48,5.6,19.58,0.99,0.0,0.0,246.23,172.19,223.92,216.84,0.0,0.0,0.08,0.0,0.08,0.0,102.0,0.0,3.34,2.0,1.0,0.0,2.4,1.0,2.4,1.0,1.11,30.0,1.5,18.0,25.0,9.0,20.0,3.18,42.03,13.0,1.44,0.91,0.59,7.67,9.0,0.43,5.7,1.59,52.21,2.57,40.19,0.56,0.41,2023-01-26,2023-01-11,2007-05-21,2022-12-30,2022-12-30
8,Atmos Energy Corporation ,ATO,16.81,25.4,20.6,19.3,2.63,3.49,1.71,5.43,16.21,0.61,0.0,0.0,122.96,97.71,113.82,112.79,0.0,0.0,0.14,0.0,0.13,0.0,93.0,0.01,6.63,5.0,4.0,0.01,2.96,3.0,2.78,2.0,2.27,49.0,1.5,17.0,21.0,3.0,9.0,4.67,33.41,46.0,1.81,1.53,0.8,5.64,9.0,0.28,1.95,8.75,88.99,1.03,68.71,1.1,-1.54,2023-03-05,2023-02-15,1994-05-16,2022-09-29,2022-12-30
9,"EPAM Systems, Inc. ",EPAM,16.98,15.43,41.51,46.3,0.0,3.61,5.66,3.2,21.64,1.57,0.0,0.0,462.99,260.68,312.24,345.74,0.0,0.0,0.06,0.0,0.06,3.0,95.0,0.0,1.42,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,14.0,11.0,15.0,4.82,84.21,11.0,1.56,0.78,0.42,7.3,9.0,1.74,30.2,0.19,6.43,3.69,52.06,0.46,0.4,,,,2022-12-30,2022-12-30
10,Amcor plc ,AMCR,16.33,22.87,15.46,13.97,0.0,1.1,3.75,1.53,10.69,0.85,0.0,0.0,13.61,10.42,11.21,11.79,0.01,0.01,1.49,0.0,1.48,0.0,51.0,0.03,3.56,2.0,2.0,0.03,0.49,4.0,0.49,4.0,0.0,68.0,0.0,7.0,10.0,5.0,24.0,14.97,10.09,4.0,2.82,2.03,1.06,0.71,104.0,0.84,0.56,7.47,169.46,1.34,2.93,1.35,0.77,2023-03-20,2023-02-27,,2022-06-29,2022-12-30
11,The J. M. Smucker Company ,SJM,16.6,20.9,23.44,18.76,6.38,1.99,1.99,2.51,13.59,0.21,0.0,0.0,163.07,119.82,151.61,145.65,0.0,0.0,0.11,0.0,0.1,4.0,83.0,0.0,3.26,4.0,3.0,0.0,4.08,3.0,4.05,3.0,2.98,61.0,0.0,9.0,13.0,4.0,9.0,8.33,78.23,8.0,2.72,1.55,0.71,6.69,199.0,0.1,0.98,4.41,52.88,1.16,78.16,1.14,0.51,2023-02-28,2023-02-08,2002-06-02,2022-04-29,2023-01-30
12,Marathon Oil Corporation ,MRO,16.44,22.03,4.96,7.44,0.0,2.38,1.44,2.92,3.83,2.38,0.0,0.0,33.42,19.42,24.99,26.01,0.01,0.01,0.63,0.0,0.63,0.0,80.0,0.02,1.52,3.0,3.0,0.02,0.4,2.0,0.35,1.0,1.51,6.0,1.68,48.0,45.0,12.0,33.0,7.58,11.06,-7.0,6.15,5.22,3.61,5.36,-19.0,0.34,0.55,6.07,53.29,0.73,18.0,5.43,2.58,2023-03-09,2023-02-13,2011-06-30,2022-12-30,2022-12-30
13,Quest Diagnostics Incorporated ,DGX,16.1,20.5,18.05,16.53,3.41,1.72,2.73,2.07,11.26,0.94,0.0,0.0,158.34,120.4,140.75,139.49,0.0,0.0,0.11,0.0,0.11,1.0,93.0,0.0,2.54,3.0,3.0,0.0,2.84,2.0,2.64,2.0,1.9,25.0,2.0,10.0,16.0,7.0,16.0,9.88,85.2,-15.0,3.47,1.99,0.94,7.97,-74.0,0.32,2.83,4.71,78.47,1.22,53.09,1.72,1.05,2023-04-23,2023-04-05,2005-06-20,2022-12-30,2022-12-30
14,Huntington Bancshares Incorporated ,HBAN,16.53,0.0,7.86,7.7,2.33,2.3,1.06,0.0,0.0,1.13,0.0,0.0,15.74,9.94,13.31,13.79,0.02,0.02,1.45,0.0,1.43,1.0,83.0,0.05,1.59,4.0,3.0,0.04,0.62,5.0,0.62,5.0,4.32,43.0,1.1,32.0,43.0,1.0,12.0,6.96,4.83,9.0,6.96,0.0,2.12,1.46,61.0,7.3,5.06,13.11,0.0,0.0,10.78,4.03,0.0,2023-04-02,2023-03-16,2000-07-11,2022-12-30,2022-12-30
15,Howmet Aerospace Inc. ,HWM,17.57,21.11,38.43,25.84,0.8,3.17,4.95,3.73,19.19,1.29,0.0,0.0,44.37,29.84,41.59,37.53,0.0,0.0,0.41,0.0,0.38,1.0,92.0,0.01,1.42,1.0,1.0,0.01,0.16,0.0,0.1,0.0,0.0,9.0,0.0,8.0,18.0,6.0,13.0,5.66,13.61,18.0,1.6,1.26,0.47,1.1,44.0,0.79,1.92,4.28,118.77,2.12,8.6,0.73,0.5,2023-02-26,2023-02-08,,2022-12-30,2022-12-30
16,"SolarEdge Technologies, Inc. ",SEDG,16.19,15.9,174.76,34.72,1.46,5.39,7.44,5.11,67.14,1.43,0.0,0.0,375.9,190.15,304.52,288.09,0.0,0.0,0.06,0.0,0.06,1.0,93.0,0.0,2.53,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,5.0,5.0,3.11,56.46,61.0,0.84,0.33,0.09,1.65,-49.0,1.02,18.24,0.74,33.8,3.26,38.77,0.03,-0.3,,,,2022-12-30,2022-12-30
17,The Mosaic Company ,MOS,15.78,18.85,4.66,6.44,0.0,0.87,1.31,0.99,3.28,1.54,0.0,0.0,79.28,41.16,48.69,49.72,0.0,0.0,0.33,0.0,0.33,0.0,97.0,0.01,2.23,4.0,3.0,0.01,0.8,2.0,0.65,1.0,0.82,6.0,2.0,19.0,25.0,13.0,32.0,19.13,54.27,17.0,5.78,5.86,3.58,10.06,-21.0,0.74,2.19,3.81,31.23,1.18,35.55,3.94,1.93,2023-06-14,2023-05-30,1995-11-30,2022-12-30,2022-12-30
18,Ball Corporation ,BALL,16.47,25.31,23.28,16.92,1.15,1.09,4.76,1.65,13.55,0.78,0.0,0.0,89.89,46.0,55.02,56.47,0.0,0.0,0.31,0.0,0.31,1.0,88.0,0.02,9.53,6.0,5.0,0.02,0.8,2.0,0.8,2.0,0.9,36.0,0.0,5.0,8.0,4.0,20.0,15.35,48.51,-3.0,2.58,1.96,0.72,2.25,-82.0,0.55,1.74,9.39,266.17,0.78,11.02,0.3,-0.96,2023-03-14,2023-02-27,,2022-12-30,2022-12-30
19,"Teradyne, Inc. ",TER,15.93,15.17,24.24,26.18,1.33,5.5,6.5,4.81,15.89,1.55,0.0,0.0,117.42,67.81,104.56,93.33,0.0,0.0,0.16,0.0,0.16,1.0,104.0,0.0,2.52,3.0,3.0,0.0,0.44,0.0,0.44,0.0,0.55,10.0,2.0,23.0,28.0,15.0,29.0,3.16,19.91,-17.0,1.87,0.98,0.72,4.22,-23.0,0.89,5.73,0.13,5.42,3.03,15.74,0.58,0.3,2023-03-16,2023-02-15,1999-08-31,2022-12-30,2022-12-30
20,"FLEETCOR Technologies, Inc. ",FLT,15.87,21.47,17.38,12.72,1.18,4.84,6.24,6.26,12.18,1.2,0.0,0.0,265.3,161.69,207.33,200.79,0.0,0.0,0.07,0.0,0.07,6.0,93.0,0.0,2.11,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,42.0,7.0,35.0,3.43,45.33,10.0,2.66,1.71,0.95,12.63,0.0,1.44,19.53,7.15,281.18,1.01,34.65,0.75,0.37,,,,2022-12-30,2022-12-30
21,FactSet Research Systems Inc. ,FDS,15.56,17.04,35.28,27.86,2.83,7.87,9.68,8.49,23.76,0.84,0.0,0.0,474.13,345.92,415.47,420.67,0.0,0.0,0.04,0.0,0.04,0.0,90.0,0.0,2.26,1.0,1.0,0.0,3.56,1.0,1.78,0.0,0.94,31.0,1.5,22.0,31.0,12.0,32.0,2.01,52.81,20.0,0.97,0.73,0.45,11.51,20.0,0.48,12.25,1.96,122.01,2.11,41.23,0.61,0.51,2023-03-15,2023-02-26,2005-02-06,2022-08-30,2023-02-27
22,Iron Mountain Incorporated ,IRM,15.59,28.74,28.15,37.17,0.0,3.06,24.49,5.63,15.41,0.92,0.0,0.0,58.61,43.33,52.68,51.13,0.0,0.0,0.29,0.0,0.29,1.0,80.0,0.02,9.76,7.0,5.0,0.01,2.47,5.0,2.47,5.0,6.72,130.0,1.08,11.0,20.0,4.0,68.0,5.1,17.55,10.0,2.91,1.72,0.56,1.88,99.0,0.14,0.49,13.29,1815.27,0.81,2.19,0.93,0.07,2023-04-04,2023-03-13,2014-09-25,2022-12-30,2022-12-30
23,Zebra Technologies Corporation ,ZBRA,15.63,17.72,34.55,17.15,2.01,2.76,5.72,3.07,15.54,1.66,0.0,0.0,409.9,224.87,306.04,290.81,0.0,0.0,0.05,0.0,0.05,1.0,92.0,0.0,2.03,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,8.0,16.0,9.0,16.0,5.78,110.73,2.0,2.62,1.14,0.46,8.8,-3.0,0.13,2.53,2.2,80.46,0.81,53.12,0.49,0.82,,,2004-08-25,2022-12-30,2022-12-30
24,"Lamb Weston Holdings, Inc. ",LW,15.74,18.31,28.81,26.11,1.19,3.25,22.02,3.81,17.71,0.0,0.0,0.0,109.7,60.59,100.78,87.64,0.0,0.0,0.14,0.0,0.0,0.0,89.0,0.0,2.16,2.0,2.0,0.0,1.12,1.0,0.0,0.0,1.22,27.0,0.0,0.0,0.0,0.0,0.0,0.0,28.17,0.0,0.83,0.0,0.0,3.75,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,2023-06-01,2023-05-03,,2022-05-28,2023-02-25
25,FMC Corporation ,FMC,15.11,17.97,18.35,15.48,2.15,2.64,4.47,3.1,13.77,0.84,0.0,0.0,140.99,98.24,124.31,118.57,0.0,0.0,0.13,0.0,0.12,1.0,92.0,0.0,1.72,1.0,1.0,0.0,2.32,2.0,2.17,2.0,1.57,33.0,1.15,13.0,21.0,7.0,26.0,5.8,46.06,15.0,2.33,1.41,0.83,6.58,44.0,0.58,4.67,3.42,100.7,1.43,27.0,0.58,0.6,2023-04-19,2023-03-29,2019-03-03,2022-12-30,2022-12-30
26,"CF Industries Holdings, Inc. ",CF,15.2,16.1,4.74,6.39,0.0,1.42,3.01,1.44,2.56,1.05,0.0,0.0,119.6,67.95,79.62,92.88,0.0,0.0,0.2,0.0,0.19,0.0,95.0,0.01,1.82,4.0,3.0,0.0,1.6,2.0,1.5,2.0,2.54,9.0,5.0,30.0,50.0,27.0,57.0,11.19,55.02,3.0,5.86,6.42,3.35,16.38,22.0,2.32,11.87,3.22,41.07,3.69,25.82,3.86,2.88,2023-02-27,2023-02-13,2015-06-17,2022-12-30,2022-12-30
27,Garmin Ltd. ,GRMN,18.81,17.47,19.5,19.16,1.93,3.9,3.03,3.59,14.66,0.95,0.0,0.0,117.2,76.37,97.85,93.77,0.0,0.0,0.19,0.0,0.13,20.0,54.0,0.0,3.65,2.0,2.0,0.0,2.92,3.0,2.92,3.0,2.54,57.0,2.0,20.0,21.0,8.0,16.0,4.86,25.24,-6.0,2.81,1.19,0.97,5.04,2.0,1.45,7.59,0.14,2.25,3.26,32.38,0.79,0.31,2023-03-30,2023-03-13,2006-08-15,2022-12-30,2022-12-30
28,"Tyler Technologies, Inc. ",TYL,14.98,15.81,92.37,46.95,3.24,8.19,5.71,8.55,40.75,0.81,0.0,0.0,425.81,281.11,332.74,341.88,0.0,0.0,0.04,0.0,0.04,1.0,93.0,0.0,2.22,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,12.0,3.0,7.0,1.85,44.54,4.0,0.78,0.32,0.16,3.92,-43.0,0.21,5.04,1.05,39.86,0.95,62.81,0.38,0.37,,1990-01-30,1990-05-14,2022-12-30,2022-12-30
29,"Best Buy Co., Inc. ",BBY,16.41,18.51,11.96,12.03,1.96,0.37,5.87,0.4,6.75,1.53,0.0,0.0,98.18,60.79,80.97,76.45,0.0,0.0,0.22,0.0,0.19,11.0,82.0,0.01,3.92,7.0,5.0,0.01,3.68,5.0,3.52,5.0,2.81,56.0,1.5,3.0,4.0,7.0,49.0,46.3,205.95,-10.0,9.91,2.86,1.42,6.29,-21.0,2.05,9.41,3.98,142.33,0.98,12.81,1.82,0.48,2023-04-12,2023-03-21,2005-08-03,2023-01-27,2023-01-27
30,Jacobs Solutions Inc. ,J,14.43,17.46,22.68,15.36,1.25,0.96,2.33,1.14,13.12,0.85,0.0,0.0,150.32,106.78,118.59,121.39,0.0,0.0,0.13,0.0,0.13,1.0,87.0,0.0,2.13,1.0,1.0,0.0,1.04,1.0,0.92,1.0,0.76,18.0,2.0,4.0,7.0,5.0,10.0,15.34,119.82,12.0,3.33,1.37,0.65,5.02,1.0,1.21,9.56,4.25,61.88,1.48,48.82,0.46,0.49,2023-03-23,2023-02-22,2007-03-15,2022-09-29,2022-12-29
